StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40_1,Q40_2,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48
3/15/21 9:46,3/15/21 9:55,100,540,TRUE,3/15/21 9:55,R_1mRig412X6mXjMG,EN,A little healthy,Always,Sometimes,Extremely often,Extremely often,Rarely,Sometimes,Yes,Sometimes,,Rarely,Sometimes,Some,Some,Very often,Never,Sometimes,Very often,Rarely,Rarely,Somewhat,Sometimes,Extremely often,Once a week,Very often,Never,Never,Rarely,Very often,Some,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Stayed about the same,Hair,All my fat,Hair,Face,No,No,,No,,...graduate student pursuing a Masters or PhD,Female,23
3/15/21 9:51,3/15/21 9:58,100,437,TRUE,3/15/21 9:58,R_2E6K1kxOHW2Fvac,EN,A little healthy,Very often,Very often,Sometimes,Sometimes,Never,Never,Yes,Rarely,,Never,Rarely,Not at all,Not at all,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,Slightly,Rarely,Rarely,Once a week,Sometimes,Never,Never,Sometimes,Never,Most,Very often,Rarely,Rarely,Rarely,Rarely,Very often,Stayed about the same,legs,belly,face,belly,No,No,,No,,...first year,Female,33
3/8/21 8:55,3/8/21 9:00,61,279,FALSE,3/15/21 10:00,R_2UbFQ9eqZJbfXTS,EN,Extremely healthy,Never,Never,Never,Never,Never,Never,No,,Never,Never,Never,Not at all,Not at all,Sometimes,Never,Never,Never,Never,Not applicable,Extremely,Never,,Less than once a month,Never,Never,Never,Never,Never,Most,,,,,,,,,,,,,,,,,,,
3/15/21 9:52,3/15/21 10:01,100,544,TRUE,3/15/21 10:01,R_3Gj0djDUi4RJOwl,EN,Very healthy,Sometimes,Rarely,Sometimes,Very Often,Rarely,Rarely,Yes,Rarely,,Rarely,Rarely,A little,Quite a bit,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Slightly,Very often,Very often,Less than once a month,Sometimes,Rarely,Never,Rarely,Rarely,Some,Sometimes,Extremely often,Never,Very often,Sometimes,Sometimes,Worsened,butt,stomach,stomach,legs,No,No,,No,,...second year,Female,20
3/15/21 10:01,3/15/21 10:11,100,598,TRUE,3/15/21 10:11,R_3n2E3aXxUhVjHml,EN,A little healthy,Very often,Sometimes,Sometimes,Very Often,Rarely,Rarely,No,,Never,Never,Not applicable,Some,Some,Sometimes,Never,Rarely,Sometimes,Very often,Not applicable,Somewhat,Never,,Less than once a month,Never,Never,Never,Never,Rarely,A few,Sometimes,Sometimes,Rarely,Never,Rarely,Rarely,Worsened,hair,boobs and hips,boobs,hair,No,No,,No,,...fourth year,Nonbinary,21
3/14/21 17:47,3/15/21 10:11,100,59076,TRUE,3/15/21 10:11,R_301Tui4EEnCPlHO,EN,Somewhat healthy,Very often,Very often,Very often,Extremely often,Sometimes,Sometimes,Yes,Sometimes,,Never,Sometimes,Quite a bit,Quite a bit,Always,Extremely often,Sometimes,Very often,Very often,Not applicable,Extremely,Sometimes,Sometimes,Once or twice a month,Very often,Never,Sometimes,Sometimes,Extremely often,All,Very often,Extremely often,Sometimes,Sometimes,Sometimes,Extremely often,Worsened,My face ,everything else,Face,Legs,Yes,Yes,UHS therapy,Yes,Bulimia ,...third year,Female,20
3/15/21 10:12,3/15/21 10:15,100,195,TRUE,3/15/21 10:15,R_2e3UWb0jxFqyYCN,EN,Somewhat healthy,Sometimes,Rarely,Never,Rarely,Never,Never,Yes,Never,,Rarely,Never,Not at all,Not at all,Never,Never,Never,Very often,Rarely,Not applicable,Extremely,Very often,Very often,Once a day,Sometimes,Never,Never,Rarely,Sometimes,Some,Rarely,Sometimes,Sometimes,Rarely,Never,Very often,Worsened,"Face, shoulders, legs",Beer gut,Arms,Hair,Yes,No,,No,,...fifth year or more,Male,28
3/15/21 10:12,3/15/21 10:17,100,299,TRUE,3/15/21 10:17,R_3huXmVFcnTP4hO4,EN,A little healthy,Very often,Very often,Very often,Extremely often,Rarely,Sometimes,Yes,Sometimes,,Sometimes,Sometimes,Some,Quite a bit,Very often,Sometimes,Very often,Sometimes,Sometimes,Never,Somewhat,Sometimes,Extremely often,Once or twice a month,Sometimes,Never,Never,Sometimes,Rarely,Most,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very often,Worsened,"I like how my face looks most of the time. I have generally very healthy skin, and I take a lot of pride in my face and my hair. ","Mostly my thighs, it has always been my thighs, but since coming to college it's also become my stomach, my arms, and my chest as well. ",Positive Attention - Face and Hair,Negative Attention - Stomach and Thighs,No,No,,No,,...first year,Female,18
3/15/21 10:08,3/15/21 10:21,100,794,TRUE,3/15/21 10:21,R_25L0Xt8ydbVU6PW,EN,Somewhat healthy,Sometimes,Never,Rarely,Very Often,Rarely,Sometimes,Yes,Sometimes,,Sometimes,Never,A little,Some,Very often,Sometimes,Very often,Very often,Never,Never,Extremely,Sometimes,Sometimes,Once a day,Never,Very often,Never,Rarely,Never,Some,Very often,Sometimes,Rarely,Rarely,Never,Very often,Worsened,Stomach,Arms/Shoulders,Arms,Shoulders,No,No,,No,,...third year,Male,21
3/15/21 10:23,3/15/21 10:27,100,204,TRUE,3/15/21 10:27,R_2aS4N2Cune6jC7g,EN,Very healthy,Rarely,Never,Never,Sometimes,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Sometimes,Never,Rarely,Rarely,Rarely,Never,Extremely,Sometimes,Rarely,Less than once a month,Never,Never,Never,Never,Never,Some,Sometimes,Sometimes,Never,Sometimes,Rarely,Never,Improved,Hair,Nose,Face,Stomach,No,No,,No,,...second year,Female,20
3/15/21 10:23,3/15/21 10:29,100,338,TRUE,3/15/21 10:29,R_2Phavy3tMxrSL86,EN,Somewhat healthy,Very often,Sometimes,Sometimes,Very Often,Rarely,Sometimes,Yes,Sometimes,,Rarely,Rarely,A little,A little,Very often,Rarely,Sometimes,Very often,Sometimes,Rarely,Somewhat,Very often,Sometimes,Less than once a month,Sometimes,Never,Never,Rarely,Sometimes,Some,Very often,Very often,Rarely,Sometimes,Very often,Sometimes,Stayed about the same,strength,muffin top and cellulite,muffin top and cellulite,strength,No,No,,No,,...graduate student pursuing a Masters or PhD,Female,27
3/15/21 10:22,3/15/21 10:34,100,692,TRUE,3/15/21 10:34,R_25Lz4pBVfG4c8Gf,EN,Very healthy,Never,Never,Never,Rarely,Never,Never,No,,Never,Never,Not applicable,Not at all,Not at all,Rarely,Rarely,Never,Rarely,Never,Not applicable,Somewhat,Sometimes,Sometimes,Once or twice a month,Never,Never,Never,Rarely,Never,Most,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Stayed about the same,From my waist to my toes ,My lips size,My face,My hair,No,No,,No,,...second year,Male,21
3/15/21 10:26,3/15/21 10:36,100,586,TRUE,3/15/21 10:36,R_3iOMVzd6q0i6gLW,EN,Very healthy,Sometimes,Rarely,Rarely,Rarely,Never,Sometimes,Yes,Never,,Never,Never,Not at all,Not at all,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Very,Sometimes,Rarely,Less than once a month,Never,Rarely,Never,Rarely,Never,Some,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very often,Stayed about the same,shape and figure,"appearance of aging skin, wrinkles, sun spots, etc ",skin health,hair health,Yes,No,,No,,...first year,Female,34
3/15/21 10:41,3/15/21 10:47,100,367,TRUE,3/15/21 10:47,R_31vFBojNF8QJyaz,EN,A little healthy,Always,Sometimes,Extremely often,Extremely often,Sometimes,Extremely often,Yes,Never,,Sometimes,Very often,Some,Some,Very often,Extremely often,Extremely often,Very often,Always,Rarely,Slightly,Very often,Extremely often,Less than once a month,Very often,Never,Never,Sometimes,Sometimes,Most,Very often,Sometimes,Sometimes,Extremely often,Very often,Sometimes,Stayed about the same,eyes,arms,hair,face,Yes,Yes,therapist,No,,...first year,Nonbinary,19
3/15/21 10:48,3/15/21 10:52,100,267,TRUE,3/15/21 10:52,R_24C1Z7n1Pd9iwMg,EN,Very healthy,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Yes,Very often,,Rarely,Very often,Not at all,Not at all,Sometimes,Never,Never,Rarely,Very often,Very often,Slightly,Rarely,Never,Less than once a month,Never,Very often,Never,Very Often,Never,Some,Very often,Very often,Very often,Sometimes,Sometimes,Rarely,Worsened,my boobs,my skin,my skin,weight gain,No,No,,No,,...graduate student pursuing a Masters or PhD,Female,23
3/15/21 10:58,3/15/21 11:04,100,330,TRUE,3/15/21 11:04,R_3iOo7WVWLvQmAm0,EN,Somewhat healthy,Rarely,Never,Never,Sometimes,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,Somewhat,Very often,Rarely,Less than once a month,Rarely,Never,Never,Never,Never,Most,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Stayed about the same,I am satisfied with the amount of muscle I have,I am most dissatisfied with my butt,skin,abs,No,No,,No,,...first year,Female,18
3/15/21 11:02,3/15/21 11:13,100,687,TRUE,3/15/21 11:13,R_1nVlTuUTHZC8984,EN,Very healthy,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Sometimes,Never,Rarely,Never,Never,Rarely,Not at all,Very often,Rarely,Less than once a month,Never,Never,Never,Rarely,Never,Most,Sometimes,Never,Never,Sometimes,Rarely,Very often,Worsened,shoulders/ arms,belly,face,legs,Yes,No,,No,,...graduate student pursuing a Masters or PhD,Female,23
3/15/21 10:58,3/15/21 11:15,100,1020,TRUE,3/15/21 11:15,R_3QQ8mQhylXR7OxH,EN,A little healthy,Always,Very often,Extremely often,Extremely often,Extremely often,Extremely often,Yes,Sometimes,,Very often,Always,A great deal,A great deal,Always,Sometimes,Extremely often,Very often,Always,Always,Somewhat,Sometimes,Extremely often,Less than once a month,Extremely often,Never,Never,Extremely often,Extremely often,Most,Sometimes,Sometimes,Very often,Extremely often,Extremely often,Very often,Worsened,My smile. ,My stomach and hips. ,Face,Stomach,No,No,,No,,...first year,Female,18
3/15/21 10:17,3/15/21 11:23,100,3955,TRUE,3/15/21 11:23,R_cMHBJVatBPMfENb,EN,Somewhat healthy,Sometimes,Sometimes,Very often,Extremely often,Never,Never,No,,Sometimes,Sometimes,Not applicable,A little,A little,Always,Never,Sometimes,Sometimes,Never,Not applicable,Very,Very often,Very often,Once a week,Sometimes,Sometimes,Never,Never,Never,Some,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Improved,Legs,Stomach,Chest,Legs,Yes,No,,No,,...third year,Male,21
3/15/21 11:11,3/15/21 11:23,100,719,TRUE,3/15/21 11:23,R_296LSCuFG3VObvm,EN,Very healthy,Very often,Sometimes,Sometimes,Very Often,Never,Never,Yes,Rarely,,Rarely,Rarely,A little,A little,Rarely,Never,Rarely,Sometimes,Very often,Never,Somewhat,Sometimes,Very often,Once or twice a month,Rarely,Never,Never,Rarely,Never,Most,Rarely,Sometimes,Rarely,Never,Sometimes,Sometimes,Stayed about the same,Eye color,Chest,Skin,Hair,No,No,,No,,...first year,Female,19
3/8/21 10:40,3/8/21 10:41,2,18,FALSE,3/15/21 11:41,R_3QGlOCCoPR6vPW4,EN,Very healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/21 11:38,3/15/21 11:42,100,228,TRUE,3/15/21 11:42,R_Wr268Nt6ioaY0Ol,EN,Very healthy,Sometimes,Rarely,Rarely,Sometimes,Never,Never,Yes,Never,,Never,Not applicable,Not at all,Not at all,Rarely,Never,Never,Never,Never,Not applicable,Somewhat,Very often,Extremely often,Less than once a month,Never,Sometimes,Never,Never,Never,Most,Rarely,Rarely,Never,Never,Never,Very often,Improved,Long and slim arms/legs,Extra Fat on waist,Muscle Size,Cardio,No,No,,No,,...second year,Male,19
3/15/21 11:38,3/15/21 11:43,100,306,TRUE,3/15/21 11:43,R_2gIlMvLNfv1Avvz,EN,Somewhat healthy,Sometimes,Never,Rarely,Sometimes,Never,Never,Yes,Rarely,,Never,Never,Not at all,Not at all,Very often,Very often,Rarely,Never,Never,Never,Not at all,Never,,Once a week,Sometimes,Never,Never,Never,Never,A few,Rarely,Rarely,Never,Never,Never,Rarely,Stayed about the same,my eyebrows,my stomach,skin (on face),hair,No,No,,No,,...fourth year,Female,21
3/15/21 11:45,3/15/21 11:49,100,245,TRUE,3/15/21 11:49,R_2OZKQMPTIp9gU7g,EN,Somewhat healthy,Always,Sometimes,Very often,Extremely often,Sometimes,Very often,Yes,Sometimes,,Rarely,Very often,Some,Some,Very often,Sometimes,Very often,Sometimes,Very often,Never,Somewhat,Rarely,Extremely often,Once or twice a month,Sometimes,Never,Rarely,Rarely,Sometimes,Some,Sometimes,Very often,Rarely,Sometimes,Extremely often,Sometimes,Worsened,hands,stomach,stomach,arms,Yes,No,,No,,...second year,Female,19
3/15/21 11:48,3/15/21 11:53,100,299,TRUE,3/15/21 11:53,R_1oBWFYCbxFtMEeK,EN,Somewhat healthy,Sometimes,Rarely,Sometimes,Sometimes,Never,Rarely,No,,Sometimes,Never,Not applicable,Not at all,Not at all,Rarely,Never,Rarely,Rarely,Rarely,Not applicable,Somewhat,Very often,Rarely,Less than once a month,Sometimes,Never,Never,Never,Never,Most,Rarely,Rarely,Never,Never,Never,Never,Stayed about the same,Basically everything,Overall weight,Face,Hands,No,No,,No,,...first year,Male,22
3/15/21 11:49,3/15/21 11:53,100,249,TRUE,3/15/21 11:53,R_sI0u6m3F7K2c8W5,EN,Very healthy,Rarely,Never,Rarely,Rarely,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very,Very often,Rarely,Less than once a month,Sometimes,Rarely,Never,Never,Never,Most,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Stayed about the same,face,stomach,face,stomach,No,No,,No,,...fourth year,Female,21
3/15/21 11:48,3/15/21 11:59,100,636,TRUE,3/15/21 11:59,R_2ZEtKpwlccZsGdi,EN,Somewhat healthy,Always,Sometimes,Extremely often,Extremely often,Very often,Extremely often,No,,Very often,Always,Not applicable,Some,Quite a bit,Very often,Sometimes,Extremely often,Extremely often,Always,Rarely,Somewhat,Sometimes,Sometimes,Once a day,Very often,Never,Never,Sometimes,Rarely,Most,Rarely,Never,Never,Very often,Very often,Very often,Worsened,"I like my legs, forearms, and shoulders. I was never good enough to be a part of sports in college so I let myself slip but the legs, forearms, and shoulders are the places I'm still strong. ",Everywhere else. I hate the vast majority of my body.,stomach,arms,Yes,Yes,Therapist and nutritionist. I just can't let it go. ,No,,...third year,Female,20
3/15/21 11:57,3/15/21 12:01,100,237,TRUE,3/15/21 12:01,R_1259u86yCl0usgJ,EN,Somewhat healthy,Always,Never,Extremely often,Extremely often,Sometimes,Extremely often,Yes,Never,,Rarely,Rarely,A little,Some,Rarely,Never,Sometimes,Sometimes,Always,Not applicable,Not at all,Sometimes,Extremely often,Less than once a month,Never,Very often,Never,Sometimes,Very often,A few,Sometimes,Sometimes,Sometimes,Sometimes,Extremely often,Sometimes,Worsened,Hands,"Legs, Arms, Torso",Hands,Teeth,No,No,,No,,...second year,Male,20
3/15/21 11:58,3/15/21 12:04,100,336,TRUE,3/15/21 12:04,R_1jE4fevxiLwKIBn,EN,Somewhat healthy,Always,Rarely,Rarely,Extremely often,Never,Rarely,No,,Never,Never,Not applicable,Some,Quite a bit,Very often,Rarely,Never,Never,Very often,Not applicable,Extremely,Extremely often,Never,Once or twice a month,Never,Never,Never,Sometimes,Never,All,Never,Rarely,Rarely,Never,Very often,Never,Stayed about the same,hips & legs,boobs - I'm trans and they give me dysphoria,Hair,chest,No,Yes,Gender therapy,Yes,gender dysphoria,...second year,Nonbinary,24
3/15/21 11:58,3/15/21 12:04,100,350,TRUE,3/15/21 12:04,R_ptsRd8S9zMHgbAt,EN,Very healthy,Never,Never,Never,Never,Never,Never,No,,Never,Never,Not applicable,Not at all,Not at all,Rarely,Never,Never,Rarely,Never,Not applicable,Extremely,Sometimes,Never,Less than once a month,Never,Never,Never,Never,Never,All,Never,Never,Never,Never,Never,Never,Stayed about the same,Height,Spine,Height,Spine,No,No,,No,,...first year,Male,18
3/15/21 12:00,3/15/21 12:04,100,229,TRUE,3/15/21 12:04,R_3rNgGTaWIgZ2tZ7,EN,Somewhat healthy,Never,Never,Never,Rarely,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Sometimes,Sometimes,Rarely,Never,Never,Never,Extremely,Rarely,Never,Less than once a month,Never,Never,Never,Never,Never,A few,Sometimes,Sometimes,Never,Never,Never,Sometimes,Stayed about the same,weight,thighs,stomach,thighs,No,No,,No,,...second year,Female,20
3/15/21 12:02,3/15/21 12:05,100,203,TRUE,3/15/21 12:05,R_UDPVOTbt5vueWWJ,EN,Very healthy,Sometimes,Rarely,Rarely,Sometimes,Never,Never,Yes,Rarely,,Rarely,Rarely,Not at all,Not at all,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very,Extremely often,Sometimes,Less than once a month,Never,Sometimes,Never,Rarely,Rarely,Some,Sometimes,Very often,Sometimes,Never,Never,Sometimes,Improved,My muscles,,Muscles,Face,No,No,,No,,...third year,Female,21
3/8/21 11:05,3/8/21 11:06,24,63,FALSE,3/15/21 12:06,R_2scnAcWoHAPZrkc,EN,Somewhat healthy,Sometimes,Rarely,Sometimes,Rarely,Never,Very often,Yes,Rarely,,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/21 12:03,3/15/21 12:13,100,599,TRUE,3/15/21 12:13,R_2q9R6hlfmHjUX7G,EN,Very healthy,Never,Rarely,Never,Very Often,Never,Never,No,,Rarely,Never,Not applicable,Not at all,Not at all,Very often,Never,Rarely,Sometimes,Never,Not applicable,Extremely,Sometimes,Very often,Less than once a month,Never,Never,Never,Rarely,Rarely,Some,Very often,Rarely,Rarely,Never,Never,Rarely,Stayed about the same,Calves,Chest,Arms,Chest,No,No,,No,,...second year,Male,19
3/15/21 12:02,3/15/21 12:14,100,741,TRUE,3/15/21 12:14,R_1OwZRF0OS8h98YO,EN,Extremely healthy,Rarely,Never,Rarely,Very Often,Never,Never,Yes,Sometimes,,Never,Never,Not at all,Not at all,Very often,Sometimes,Sometimes,Never,Rarely,Never,Very,Extremely often,Sometimes,Less than once a month,Never,Never,Never,Never,Never,Some,Sometimes,Sometimes,Sometimes,Never,Rarely,Sometimes,Improved,"I'm the most satisfied with my butt because since I do a pretty heavy leg day once a week, I'm able to have really strong legs and a big booty :)","I honestly don't have one, I've been working a lot on finding the beauty and importance of every part of me and recognizing that I'm not going to look like a supermodel and that perfectly fine because that's just not me!",Legs/Butt,Stomach/Abs,No,No,,No,,...first year,Female,19
3/15/21 12:14,3/15/21 12:17,100,213,TRUE,3/15/21 12:17,R_STPp4ehJ0nFddip,EN,A little healthy,Always,Very often,Very often,Extremely often,Sometimes,Very often,No,,Rarely,Sometimes,Very often,Some,Quite a bit,Always,Extremely often,Extremely often,Extremely often,Always,Always,Somewhat,Sometimes,Extremely often,Once or twice a month,Sometimes,Rarely,Never,Never,Rarely,Most,Sometimes,Very often,Rarely,Sometimes,Sometimes,Sometimes,Worsened,teeth,stomach,stomach,arms,No,No,,No,,...first year,Female,18
3/8/21 11:19,3/8/21 11:23,80,238,FALSE,3/15/21 12:23,R_Z47k14kF3srcJYB,EN,Somewhat healthy,Never,Never,Never,Very Often,Never,Never,No,,Extremely often,Never,Never,Not at all,Not at all,Very often,Rarely,Rarely,Extremely often,Never,Not applicable,Very,Very often,Never,Less than once a month,Never,Never,Rarely,Never,Extremely often,A few,Sometimes,Never,Rarely,Sometimes,Never,Very often,Stayed about the same,shoulders,belly,,,,,,,,,,
3/15/21 12:31,3/15/21 12:34,100,196,TRUE,3/15/21 12:34,R_3IQBX7WnMV6QY36,EN,A little healthy,Very often,Sometimes,Very often,Very Often,Rarely,Very often,Yes,Never,,Never,Never,Some,Quite a bit,Very often,Never,Sometimes,Sometimes,Sometimes,Not applicable,Somewhat,Rarely,Very often,Less than once a month,Sometimes,Never,Never,Never,Sometimes,Some,Never,Never,Never,Sometimes,Sometimes,Very often,Worsened,muscle definition,stomach,stomach,muscle definition,No,No,,No,,...first year,Male,18
3/15/21 12:37,3/15/21 12:42,100,293,TRUE,3/15/21 12:42,R_a3FGhihyPmDn3I5,EN,Somewhat healthy,Always,Sometimes,Extremely often,Extremely often,Rarely,Sometimes,No,,Very often,Sometimes,Not applicable,Some,Quite a bit,Always,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very,Extremely often,Very often,Once a day,Extremely often,Never,Rarely,Rarely,Never,Some,Sometimes,Sometimes,Rarely,Rarely,Extremely often,Sometimes,Worsened,face and hair,"stomach, arms and back",stomach,back/upper arms,Yes,Yes,"counselor, psychiatrist, endocrinologist, gastroenterologist, women's health specialist",No,,...third year,Female,21
3/8/21 11:45,3/8/21 11:46,8,39,FALSE,3/15/21 12:46,R_cBBxjDivjUXi3gB,EN,A little healthy,Sometimes,Rarely,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/21 12:50,3/15/21 12:55,100,258,TRUE,3/15/21 12:55,R_VLomFWasW49YkuJ,EN,Somewhat healthy,Sometimes,Rarely,Sometimes,Very Often,Never,Sometimes,Yes,Never,,Sometimes,Sometimes,A little,A little,Very often,Rarely,Sometimes,Rarely,Sometimes,Never,Very,Sometimes,Very often,Less than once a month,Sometimes,Never,Never,Never,Never,Some,Sometimes,Very often,Never,Never,Never,Rarely,Worsened,Legs,Stomach ,Stomach,Back,No,No,,No,,...first year,Female,19
3/15/21 12:54,3/15/21 13:00,100,348,TRUE,3/15/21 13:00,R_2zx2kZh9G0XX5Cz,EN,Very healthy,Sometimes,Rarely,Sometimes,Rarely,Never,Never,No,,Sometimes,Rarely,Never,Not at all,Not at all,Rarely,Never,Never,Sometimes,Never,Rarely,Somewhat,Sometimes,Never,Less than once a month,Never,Never,Never,Rarely,Never,Most,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Stayed about the same,stomach,arms,legs,stomach,No,No,,No,,...fifth year or more,Female,22
3/15/21 12:55,3/15/21 13:04,100,517,TRUE,3/15/21 13:04,R_xx5FvDdTNIdEm1b,EN,Somewhat healthy,Never,Never,Rarely,Sometimes,Never,Never,No,,Never,Never,Not applicable,Not at all,Not at all,Very often,Never,Never,Rarely,Never,Not applicable,Very,Sometimes,Rarely,Once or twice a month,Never,Rarely,Never,Rarely,Never,Most,Never,Sometimes,Never,Never,Never,Sometimes,Stayed about the same,face,height,face,hands,No,No,,No,,...first year,Male,18
3/8/21 12:04,3/8/21 12:06,55,162,FALSE,3/15/21 13:06,R_2ypxQp6gzEJLpjt,EN,Somewhat healthy,Sometimes,Very often,Rarely,Sometimes,Never,Sometimes,No,,Rarely,Rarely,Rarely,A little,A little,Very often,Never,Extremely often,Rarely,Rarely,Rarely,Slightly,Sometimes,Sometimes,Once a week,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,
3/15/21 13:07,3/15/21 13:11,100,238,TRUE,3/15/21 13:11,R_3hmzWqluNNzCyev,EN,Somewhat healthy,Sometimes,Rarely,Very often,Very Often,Rarely,Rarely,Yes,Never,,Never,Never,Some,Some,Very often,Rarely,Sometimes,Rarely,Sometimes,Never,Very,Sometimes,Sometimes,Less than once a month,Sometimes,Rarely,Never,Sometimes,Rarely,Some,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Stayed about the same,arms,stomach ,stomach,thighs,Yes,Yes,counseling ,Yes,anorexia,...first year,Female,19
3/15/21 13:20,3/15/21 13:24,100,268,TRUE,3/15/21 13:24,R_eVViaufLe2O61nH,EN,Very healthy,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,Yes,Sometimes,,Rarely,Sometimes,Not at all,A little,Sometimes,Never,Rarely,Sometimes,Always,Never,Slightly,Very often,Very often,Once or twice a month,Rarely,Sometimes,Never,Never,Sometimes,A few,Sometimes,Sometimes,Never,Rarely,Sometimes,Rarely,Stayed about the same,Legs,Stomach,Butt,Skin on face,Yes,No,,Yes,anorexia nervosa,...fourth year,Female,22
3/15/21 13:19,3/15/21 13:30,100,664,TRUE,3/15/21 13:30,R_2usR7mWjqzq4aIq,EN,Very healthy,Very often,Sometimes,Very often,Very Often,Rarely,Never,Yes,Rarely,,Never,Never,A little,A little,Always,Sometimes,Sometimes,Rarely,Sometimes,Not applicable,Somewhat,Very often,Sometimes,Once or twice a month,Rarely,Very often,Never,Sometimes,Never,Some,Sometimes,Very often,Very often,Rarely,Rarely,Very often,Improved,My increase in muscle mass since losing 15 lbs freshman year ,complexion,Muscle/Weight Gain,Body Hair,No,No,,No,,...fourth year,Male,21
3/15/21 13:27,3/15/21 13:33,100,352,TRUE,3/15/21 13:33,R_10Ue0J70AT5PNY7,EN,Somewhat healthy,Always,Very often,Sometimes,Very Often,Rarely,Sometimes,No,,Sometimes,Rarely,Never,Some,A little,Always,Very often,Very often,Sometimes,Very often,Never,Very,Sometimes,Very often,Less than once a month,Sometimes,Rarely,Never,Rarely,Never,A few,Sometimes,Rarely,Never,Sometimes,Sometimes,Sometimes,Worsened,Legs,Stomach,Stomach,Hips ,No,No,,No,,...first year,Female,19
3/15/21 13:41,3/15/21 13:45,100,240,TRUE,3/15/21 13:45,R_QnxqNDcLz0lyRJT,EN,A little healthy,Always,Always,Extremely often,Extremely often,Extremely often,Extremely often,Yes,Rarely,,Always,Always,A great deal,A great deal,Always,Extremely often,Extremely often,Extremely often,Always,Always,Slightly,Sometimes,Extremely often,More than once a day,Extremely often,Never,Very often,Extremely often,Extremely often,All,Always,Very often,Very often,Very often,Very often,Very often,Improved,none,everything,belly fat,chin,Yes,Yes,"counseling, medical",No,,...graduate student pursuing a Masters or PhD,Female,23
3/15/21 13:45,3/15/21 13:48,100,217,TRUE,3/15/21 13:48,R_Qoeg3NHscGEOgiB,EN,Very healthy,Sometimes,Rarely,Sometimes,Very Often,Never,Never,Yes,Sometimes,,Never,Never,A little,A little,Always,Extremely often,Sometimes,Sometimes,Rarely,Sometimes,Somewhat,Extremely often,Extremely often,Once a week,Sometimes,Never,Sometimes,Rarely,Never,Some,Very often,Very often,Rarely,Rarely,Sometimes,Sometimes,Stayed about the same,my boobs ,my height ,my butt,my face ,No,No,,No,,...second year,Female,20
3/3/21 19:50,3/15/21 13:58,100,1012062,TRUE,3/15/21 13:58,R_1P5J7hvXfYko1gj,EN,Extremely healthy,Sometimes,Always,Very often,Extremely often,Never,Rarely,No,,Rarely,Rarely,Not applicable,Not at all,Not at all,Very often,Sometimes,Sometimes,Extremely often,Never,Not applicable,Slightly,Extremely often,Extremely often,More than once a day,Extremely often,Extremely often,Never,Rarely,Rarely,Some,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Stayed about the same,My big ass biceps,Stupid ass belly fat,Biceps,Belly,No,No,,No,,...graduate student pursuing a Masters or PhD,Male,24
